"","Symbol","Name","Sector","2020-01-02","2020-01-03","2020-01-06","2020-01-07","2020-01-08","2020-01-09","2020-01-10","2020-01-13","2020-01-14","2020-01-15","2020-01-16","2020-01-17","2020-01-21","2020-01-22","2020-01-23","2020-01-24","2020-01-27","2020-01-28","2020-01-29","2020-01-30","2020-01-31","2020-02-03","2020-02-04","2020-02-05","2020-02-06","2020-02-07","2020-02-10","2020-02-11","2020-02-12","2020-02-13","2020-02-14","2020-02-18","2020-02-19","2020-02-20","2020-02-21","2020-02-24","2020-02-25","2020-02-26","2020-02-27","2020-02-28","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-04","2020-05-05","2020-05-06","2020-05-07","2020-05-08","2020-05-11","2020-05-12","2020-05-13","2020-05-14","2020-05-15","2020-05-18","2020-05-19","2020-05-20","2020-05-21","2020-05-22","2020-05-26","2020-05-27","2020-05-28","2020-05-29","2020-06-01","2020-06-02","2020-06-03","2020-06-04","2020-06-05","2020-06-08","2020-06-09","2020-06-10","2020-06-11","2020-06-12","2020-06-15","2020-06-16","2020-06-17","2020-06-18","2020-06-19","2020-06-22","2020-06-23","2020-06-24","2020-06-25","2020-06-26","2020-06-29","2020-06-30","2020-07-01","2020-07-02","2020-07-06","2020-07-07","2020-07-08","2020-07-09","2020-07-10","2020-07-13","2020-07-14","2020-07-15","2020-07-16","2020-07-17","2020-07-20","2020-07-21","2020-07-22","2020-07-23","2020-07-24","2020-07-27","2020-07-28","2020-07-29","2020-07-30","2020-07-31","2020-08-03","2020-08-04","2020-08-05","2020-08-06","2020-08-07","2020-08-10","2020-08-11","2020-08-12","2020-08-13","2020-08-14","2020-08-17","2020-08-18","2020-08-19","2020-08-20","2020-08-21","2020-08-24","2020-08-25","2020-08-26","2020-08-27","2020-08-28","2020-08-31","2020-09-01","2020-09-02","2020-09-03","2020-09-04","2020-09-08","2020-09-09","2020-09-10","2020-09-11","2020-09-14","2020-09-15","2020-09-16","2020-09-17","2020-09-18","2020-09-21","2020-09-22","2020-09-23","2020-09-24","2020-09-25","2020-09-28","2020-09-29","2020-09-30","2020-10-01","2020-10-02","2020-10-05","2020-10-06","2020-10-07","2020-10-08","2020-10-09","2020-10-12","2020-10-13","2020-10-14","2020-10-15","2020-10-16","2020-10-19","2020-10-20","2020-10-21","2020-10-22","2020-10-23","2020-10-26","2020-10-27","2020-10-28","2020-10-29","2020-10-30","2020-11-02","2020-11-03","2020-11-04","2020-11-05","2020-11-06","2020-11-09","2020-11-10","2020-11-11","2020-11-12","2020-11-13","2020-11-16","2020-11-17","2020-11-18","2020-11-19","2020-11-20","2020-11-23","2020-11-24","2020-11-25","2020-11-27","2020-11-30","2020-12-01","2020-12-02","2020-12-03","2020-12-04","2020-12-07","2020-12-08","2020-12-09","2020-12-10","2020-12-11","2020-12-14","2020-12-15","2020-12-16","2020-12-17","2020-12-18","2020-12-21","2020-12-22","2020-12-23","2020-12-24","2020-12-28","2020-12-29","2020-12-30","2020-12-31","2021-01-04","2021-01-05","2021-01-06","2021-01-07","2021-01-08","2021-01-11","2021-01-12","2021-01-13","2021-01-14","2021-01-15","2021-01-19","2021-01-20","2021-01-21","2021-01-22","2021-01-25","2021-01-26","2021-01-27","2021-01-28","2021-01-29","2021-02-01","2021-02-02","2021-02-03","2021-02-04","2021-02-05","2021-02-08","2021-02-09","2021-02-10","2021-02-11","2021-02-12","2021-02-16","2021-02-17","2021-02-18","2021-02-19","2021-02-22","2021-02-23","2021-02-24","2021-02-25","2021-02-26","2021-03-01","2021-03-02","2021-03-03","2021-03-04","2021-03-05"
"414","STT","State Street Corp.","Financials",1942041,1510985,2212225,3139200,1941178,1959463,3093195,2212416,1825317,2645918,5115669,7393733,3117683,2743974,3242916,2782607,3330737,2449090,1879864,3378794,2389287,1966735,2222175,2530739,2476110,1599521,1725489,1845236,1381551,1908701,1855610,1809796,1948176,1586455,3684513,4078475,4729064,5197138,5523012,5657281,4156943,5678825,3730803,4049823,3975209,4425416,4454342,6030135,5590731,5751708,5667982,4961913,5538663,3758800,4495295,3925174,3144892,4284777,5341862,3734783,2922349,6702202,5998395,2855995,2013837,2900537,2551378,2519980,2773366,2259393,1893458,2355379,2457886,4419995,2314211,3103005,2000822,1795340,1612130,2243612,3102972,2346481,3657722,1773329,2613348,1954266,2337942,1573322,1521281,2030947,2416532,2362241,2484494,1836365,2540847,1801628,1909499,1663516,3883190,3968955,2997987,3164119,2993900,1702895,1822358,1792484,2798025,3560673,2724588,2409846,3186603,3502553,2754408,2747723,2472408,1757165,1608143,5467151,2203692,1486253,2810936,2585427,4652984,2374622,1983106,1871433,2147521,1521141,2246807,2207486,1980179,1435840,1860328,1834182,2841754,1985896,3480933,3074300,2025480,1919856,2136848,1701824,2145725,2390323,1532092,2007403,2300584,1646846,1356335,3316331,1815131,2290804,1825765,2105753,1628812,1718119,874105,1666537,1511996,2026006,1877070,1615863,1887318,1456230,1504272,1215451,1257079,1415543,1656196,3334851,2656486,3194642,2112695,3130382,2635515,2435308,2920818,1707092,3820843,3152206,4285342,3291407,3396955,1633045,1279631,1458649,2130203,1290991,2789914,2420058,1847176,1337118,1587822,1877697,1714204,2859538,1729193,2127842,1611339,2170294,3625093,2145788,1723878,1831711,1696506,980972,1371134,1755017,2515595,2409391,2706094,2218342,1969474,1920667,1625423,1255834,3046450,1845010,2064820,1853507,1318192,1934986,1318322,1567306,1224957,1324524,1221061,1573057,1108870,590966,2624994,1756001,2011829,2073301,2130217,2279049,1851966,4151487,4203885,5707840,2215981,1573240,3391164,3558690,4201737,5216356,5568408,2694411,665765,1660857,1168725,909851,951023,1441302,1730543,3674603,1810388,1773639,1999899,2386891,2039338,2111578,2502495,5215242,3542772,2562626,3920281,2066986,1726976,2445946,2485090,2490774,2300849,2855943,3217733,2478509,1844591,1893722,1922594,2003415,4342715,4365821,6137761,3148043,1534083,5675292,3820664,3465814,4874905,3720770,3561327,3399448,2823746,3635900,5685909,4087482
"415","STE","Steris","Health Care",641196,638011,581889,438917,839032,644102,431968,522668,519460,550284,399311,628132,521172,369759,399101,486483,831189,452800,514227,568407,659303,398763,382401,341492,459481,353537,591367,2184627,1099360,783726,404539,563608,382043,518995,546605,860134,1276229,1086843,1159043,1618534,1089676,897884,851342,931671,788773,1061080,918560,704689,867005,900331,894520,922219,924233,811717,833008,919975,782809,786730,1020846,1027660,897726,1276105,1044221,732404,908288,978796,1080578,826621,669473,737355,930314,589276,888361,717259,889206,718770,393885,593619,766932,408219,523695,519322,780401,639584,400059,964231,582615,664809,644633,603108,608187,689182,1131868,1530068,567958,484567,498089,332386,443731,376661,434236,430307,737937,554261,574696,565158,544185,555272,550943,485997,456807,556047,522195,396862,424523,309587,332796,860786,575735,688977,522136,566421,1432899,544306,517863,678508,585729,646215,482218,510432,881246,296120,402186,458294,378655,276624,464471,284467,455024,307315,358074,312379,441701,548096,593546,344557,416497,478350,612144,355447,421049,498659,568498,566588,346536,243763,245284,253234,291748,367152,241823,362657,302584,300611,325548,332242,251874,395359,371728,396520,371184,317401,611939,581273,604049,552223,446452,636621,584615,464672,1054658,744644,500583,407098,402685,537750,449079,420932,537612,476034,491186,426489,693462,473567,306084,550372,334982,343633,361166,309142,236047,203929,183142,181168,216371,176526,238819,268813,302531,396441,352616,578866,618418,404688,254575,378497,676727,388000,239707,279594,248590,388104,378637,315703,274470,453736,445820,350545,235628,173950,564421,466799,273175,321867,355804,543211,437205,362094,233564,317869,409452,441360,706957,712079,965466,326261,426344,273311,97192,230110,173717,169060,234844,487565,396135,570937,298970,307809,356195,863783,484184,381594,646232,785974,418794,594620,402361,438811,422363,1113372,636378,719082,743713,618229,1321241,578816,441171,531402,262893,416562,544285,646927,550476,985233,807138,442732,566324,605225,597788,412008,1094993,547416,612146,668743,1433999,585670
"416","SYK","Stryker Corp.","Health Care",1092574,801598,1293865,1077476,1019060,744441,1232740,1398599,1680508,1323584,2490118,3741965,1605140,1527991,1415432,1558879,1553620,1702849,2871086,2130706,1511158,1148490,1248892,1160169,790229,942162,650158,834532,871469,1055205,1447432,1533332,1243703,1006296,1732955,1566911,1995295,1992471,2090730,3091086,2503940,3060970,2532642,2797750,2798587,3095911,2987247,2815973,4047556,4656353,5757479,3901886,5096308,3485651,5221387,5260787,3528260,3657347,3278160,3396992,2325883,2876207,3238036,2134912,2061478,3187830,3462776,2471384,2572341,2420707,2121966,1757165,1351570,2538935,2238700,1890087,1206960,1567367,1230797,1549092,1557801,1816984,1945341,2118198,1590758,2119316,1474637,2222928,1991342,1260406,1295402,1808014,2226717,2898783,1937023,1136632,1510419,1663424,1669930,2878534,1907220,1696121,1741760,978252,866798,1186696,1113792,2081449,975723,1297594,1141228,2691224,1938535,1296334,1361968,1099233,1053385,2121505,1446173,1441034,2179093,2447179,5415282,2223958,1442913,1611015,1084012,1067990,1262687,1038628,1304486,1133419,1949251,1103135,1521330,1253288,2183590,1456511,904721,1286348,980517,1683878,1345427,908557,1409403,1284282,2221195,1214570,1193958,1942937,1497951,1081167,1079227,1023027,767520,696853,1008622,771987,619021,1005849,873345,1095396,897841,811111,846901,1507016,946078,1076841,925408,1944107,1330222,1044663,1537263,2487790,1115800,902565,929063,2052544,2037994,1427123,2612075,1316615,1036149,1048639,928405,835992,1219066,782083,1098432,1050913,966334,999587,808714,1067009,1125596,1237788,1081037,852446,743406,773041,820575,763328,603546,607610,971071,858875,1322929,864566,1184133,1065939,2385231,1274399,1044315,1140036,1113405,1119104,3092790,1380460,1166079,826287,938977,1646560,997863,855760,1099580,1116840,699337,1513844,1900141,787609,1671863,1462287,787616,1067538,844364,705571,925863,1006786,875192,1057057,1069600,1016908,794073,776434,2504725,936705,817292,619625,256448,627766,824228,855814,639945,1114868,1363945,1981775,921146,1378528,544835,823248,696011,1053774,1281154,835755,959223,991080,908607,1371633,1053658,1488922,2004294,2192196,2097334,1821085,1237866,1211051,1242255,925353,758549,747586,663630,1294231,2316231,1673668,2351502,1509268,1076982,1289751,1274504,958026,1163107,865292,996423,903365,1371148,1617562
"417","SIVB","SVB Financial","Financials",242917,476454,491021,506541,502032,442387,349997,364292,478838,342577,543193,398407,478514,459446,800888,976713,627566,474531,515397,524017,530086,406106,554017,539235,382888,448012,311219,359154,280491,353716,275087,276633,266087,390627,561191,566162,1220724,600398,781413,1141205,661126,894915,831384,828313,967918,1554183,1297894,1129951,1315385,971134,1161736,1289282,1392188,1242939,1041211,761850,753320,924242,922198,869264,708616,464821,490405,533879,591552,687336,592641,372730,795775,566510,420738,548251,505261,450442,322636,282444,392422,574903,813465,417992,478270,536357,507742,380774,400020,345476,322194,447901,443907,450534,520566,847852,706305,524349,574355,379541,492559,363480,269455,600394,742837,547939,893619,502924,365708,539417,558258,693289,620112,413827,386558,577637,377872,426245,314189,269687,283633,872007,251557,304606,343131,231496,517889,390200,433100,354000,294500,306400,254400,336700,399100,247700,332200,460300,377100,262000,199300,211512,229954,217360,402055,465498,341779,192472,253896,168022,300320,199117,186448,178881,144943,213950,211265,611133,340689,212745,210700,168929,195072,180651,135813,152888,229339,401945,319886,193842,297649,316559,267066,284165,303998,457405,495144,399890,473250,313177,340387,431056,332851,281204,496103,426697,343498,349581,282495,284260,223143,311402,311585,315011,232830,215890,298754,371851,381982,255202,193221,232677,268084,207060,232092,184189,215701,187975,705750,684412,247866,404537,339327,340277,424006,531641,608661,406125,374575,273749,750190,346472,297993,460461,488822,500984,367867,312567,217714,421323,463676,369864,298189,210355,397557,329896,328284,231656,234856,302974,188360,405318,417592,307916,416094,312970,440158,312507,788851,348143,264812,299081,75028,227284,198654,181367,183781,428557,635695,599006,656551,560187,302336,541324,559694,720145,558513,533350,620481,578554,710669,440257,419523,707520,686918,691205,786165,405487,319005,456498,273758,347528,324442,393477,247570,230930,330840,378416,245670,284912,400731,544763,327235,275961,538686,452165,233530,273707,353964,466792
"418","SYF","Synchrony Financial","Financials",3568061,3993939,5142220,3134079,4736655,3946035,4881680,3902753,7005073,5256365,5871486,5697579,5852897,5703041,8289272,15773236,8073115,6472240,4654142,6375840,6716696,7252883,6005854,6349044,5478233,6453448,7959509,9637521,7148132,4214423,5615783,5570003,5993446,4866365,4868351,8475622,9860695,9640680,10894802,17476048,10614535,9562522,8613889,10807855,10763669,10877264,11415689,14759305,14687890,13296423,16192173,18349819,13580275,15388951,12910843,14916086,12384935,13319498,18975953,11818901,7263385,10746686,12834305,9769034,12078969,11557304,14932459,9894265,13613681,11938645,10696509,8362304,9806227,11645948,10743579,10926845,9968045,9044822,12224224,11559308,10484618,14819190,10493399,8218211,7774890,7899438,6315837,8191267,4907520,6252550,5825467,14054319,11877302,6017229,7785945,8176997,8361493,4733251,4521131,6925855,14809296,10108684,9237173,5750893,11433745,11010092,8537098,13584133,11071121,6649450,8056813,9076067,9479518,9093724,9948632,11956313,9066760,14823217,11375367,10911557,8388182,7672819,11816464,5313052,4661855,5989185,7211943,4960101,4684178,5180746,5288156,4883888,7372591,6946859,7054801,4545298,6367430,6840889,8415327,4752067,7382624,7298558,5637061,4834716,4075716,4594703,6281211,6037274,4207964,5664644,4311503,5086852,7728498,5512346,5416040,4459899,3860156,4948727,4975240,4647008,4431740,2264115,5358154,3955677,3012471,5587798,3140864,5755793,3633709,6939288,7629383,7218231,5358966,3077736,5687178,3330314,5575785,4964087,7267458,4944214,5310045,6442576,5322111,5876619,4978574,3443567,3322087,3377412,6467741,5059787,3597365,4232076,5768205,3930884,3265709,6596024,4034787,3181633,2827108,2565369,3656599,5455288,11557937,6723727,5013602,7351507,5266669,3668936,6082836,4320945,4695281,3552634,3985191,6709689,4233290,3108385,11257262,5692152,5649214,4225212,4021739,6004523,3914654,4522820,3129039,4045870,3396300,5271871,3173250,1351073,6726547,4610078,4440842,3168804,4127188,4580562,3836956,4979804,4741263,4805238,3039129,4375068,3083916,3046965,8973935,6644718,3663365,2976334,844443,1863063,2217026,2617542,2331659,6207590,5154191,10200043,8355637,4614975,4701412,3777216,7977660,10254773,7955723,7771888,5688925,7097087,5598213,6013565,5316897,9433487,11743395,12483537,7520438,7928900,5291849,8455097,4858889,7481482,6977705,3971478,2945637,2992158,3757312,4635443,4937032,5612726,6066786,6820879,8010194,7488929,7364305,8210993,6106571,5423464,8090787,7214810
"419","SNPS","Synopsys Inc.","Information Technology",1095121,834757,924834,701216,1241771,1211799,739555,715071,802308,842366,819316,1431800,1011497,648883,856839,826678,886809,829857,765258,1337710,984598,969287,1160602,982933,507905,588997,676522,837300,682849,788823,784916,911429,1760881,4667237,2777362,2503576,2163125,2041163,1840915,3132575,1692741,2075055,1529156,1486626,1491329,1870788,1614383,2063148,2429200,2032229,2003305,1780393,1858077,1424832,1825482,1508889,1709625,1528164,1373511,1300897,1502096,2463857,1542132,1844849,702308,1314560,1203389,657866,1104350,921055,1081802,931970,1275499,1431494,1002612,1127098,912157,920463,910726,559051,1052240,1308141,1581173,1188283,913565,693303,660332,827123,723922,848821,674750,779272,838558,1562974,830769,1075506,1221368,1574047,1009018,1075409,1190146,1248581,1567575,1024217,981952,838393,689449,1500847,1060890,935548,1113388,1143638,1156604,740619,995062,799214,647055,1785196,1008031,1104287,1051871,711673,1495385,755900,1161100,885200,651100,564800,736300,529700,791300,1112500,830000,978500,954600,745600,691300,768101,605249,530407,499228,1206479,549199,423865,609094,375059,985479,513334,560519,465224,465906,518301,745817,1179718,802155,601336,459111,616791,860843,833349,2520998,2014151,730488,621064,704716,711239,626816,998042,679265,711285,1150289,1102131,1456682,784359,715241,752673,622149,621938,737179,910522,1357310,604861,752848,553226,850139,808696,699807,632461,696354,718791,751078,544137,689507,498541,373835,561617,854407,579142,604894,591155,529686,442721,550475,658339,632776,645962,600281,536232,671501,500364,777410,765037,502129,1006996,634357,586594,983850,1315664,842841,472752,430017,639387,1071497,1041888,819740,723002,708397,878025,701456,384800,1071221,741950,818870,2008519,1057433,623006,747132,801700,702808,718608,715520,581605,912599,847991,1604836,1121441,759240,545589,200213,450323,450113,390059,414846,979695,791763,854352,743508,630402,533259,558512,700804,562972,624182,819397,985464,600375,563011,474979,563351,813047,835503,791340,642974,692421,689014,500935,697504,625171,350193,688079,666509,604708,1102522,928818,1160075,1111665,1113968,1567157,1294525,1819596,1925460,1266880,1001569,1471637,1549114,1602874
"420","SYY","Sysco Corp.","Consumer Staples",2121926,1759888,1915031,1701730,2945859,1914825,1593639,3467322,2797708,2806774,2423250,4796891,2821362,2410594,1863137,1902265,1547013,1557778,1377886,2050976,2785995,5033519,5782012,3465642,2867242,2902956,2539087,2287403,2503732,2382645,1613143,3264590,1526357,1398370,1883494,1951119,3031143,3585032,4304639,5831742,5054981,4131938,3063897,3987232,3331260,4898613,4385731,7360158,9703689,14992203,10263609,17462459,26134858,11765740,13694564,11712396,10942334,10268542,10600019,9235365,7372177,5556301,7409117,4877987,6871425,6652524,6634781,5878246,6390722,3125432,3715404,4823559,5986506,8095254,3801773,6099942,4984653,8693916,7246261,7303181,7775320,5108933,7066466,3836182,4509984,7369071,6033807,4513292,2470519,3776707,4613711,5347461,5465659,7648791,6195573,3764218,3562451,3555148,3536935,4736808,5737763,4973685,9024395,3068154,2869781,3075378,2879476,6726368,6447358,5416205,6986438,6348446,4363011,4326603,4707072,2543509,3470104,5948473,3269594,7164130,5383552,2793352,6823360,2971066,4668290,3394625,4925001,2527475,2827106,3457021,3703692,2442285,3136699,2605114,2937848,1944190,1727466,2727216,2329007,2290132,2855206,2070857,2373087,1957846,2633009,2101740,3070070,2901862,3407882,4392326,3328381,4447585,4005962,7641274,3189766,2320216,3852718,2651741,2866369,2321663,2167783,2599395,2734484,4052281,4352223,3195739,2564113,2428257,2488880,2049864,2646754,2228815,2549749,4225291,3657759,2861435,2167379,3150791,5170872,4434469,4585975,4036662,2854762,3427262,2954192,2543564,2163542,2135882,2257158,2034403,1709313,1704067,3698619,2066099,2362318,2594089,2060795,2313947,2228966,1970762,2620694,2333422,1565900,1495680,1793466,1717434,3163087,3537817,4212375,3873690,4689870,3665326,4172117,3185938,3106313,1627009,8057925,3917848,3571169,3008933,3104451,3843926,2861396,3601747,3257247,2912436,2093474,2265219,2498198,865313,3650689,3006983,3102000,3494403,4305552,2723818,1746722,2630251,2750787,4403368,3452602,2728664,3116360,2844513,7618395,4483780,2173776,1752893,730194,1913661,1409042,1108109,1163701,2497325,1662577,3642010,4195085,3682938,3023790,3281266,2262136,2659836,2049740,1772455,2274812,1988361,1539095,4094749,2061057,2671475,1960198,2685141,2129013,5304624,4967755,2419952,1908197,1412492,1864714,1461465,1218939,1207676,2091639,2094612,1452761,2005658,2121829,2304487,3194995,3596063,3131925,2285883,2210790,2525500,2746753,2231355
"421","TMUS","T-Mobile US","Communication Services",3392698,1832053,2678038,3263113,3037645,2982013,2227075,2070816,2050056,1612285,3109596,3559646,3411171,1672464,1754888,1596701,1934692,2395016,2603586,2352747,2863980,2879773,4597761,2758812,2976217,6740568,3423072,25874362,8915458,5490741,3045879,7461956,6091697,6350432,12101178,4700926,5117464,4372041,5856384,6958107,5160552,5701992,5222194,4941725,5978567,7946627,6713620,8845839,9075251,7401738,6787698,7609134,11113176,8906187,6836633,8328765,5929407,6252712,4821709,4191644,5625305,6920878,11018842,22956096,8378527,5256296,4410304,3831664,5770997,3955715,4787281,5804279,4796367,3847948,3508714,3946374,4261904,4537354,3564224,3726714,3356497,3110712,3938122,3162074,4212345,3020111,3840916,10444455,4851497,3733218,3773559,3257187,3990141,6715931,6392842,21394526,5978667,5570372,4849505,5007242,4540416,5460347,9792547,2903589,4720398,3756288,2534404,3958309,5043865,5036986,6273536,7689251,5289275,3845924,5767414,3757402,4698883,9268315,5090503,22929080,66903149,55407307,25367781,9097070,10833813,9601465,6455095,5256628,5572497,4300411,3956566,4557925,5752750,7882234,4478420,5751199,4009251,3626876,3500619,4655264,6640827,4989983,7958877,3670038,3606340,2689603,4119560,4548307,2991189,3114618,4016593,13771167,4812695,4763144,3512765,3030470,2027736,3287148,2363260,2700447,2268754,2841035,2713778,2322267,2953430,2464847,2798033,3926105,2938637,3600379,4411922,4690951,5686502,4024445,3862016,3098311,3939425,4821923,5759104,5859348,8822916,4562640,4332243,3542047,4184905,5135097,5850920,3221574,5174394,4306879,4014904,2657343,3335475,3367494,2254766,3340123,6498662,5326459,6639798,3287558,3762899,3037461,2744994,3029688,3604483,2269311,2764670,2628909,3661845,2895872,4041188,3145029,3341389,5025909,7669706,8931300,6190557,4454849,3931577,3558580,3399950,3444455,3648464,3222918,2427023,4388200,4177210,4692208,3562674,2278372,5746041,3952767,2926991,3587959,2029174,2637360,2442876,3660502,4164484,2405262,5296987,2906341,3262167,4132224,8782907,3259744,3061482,2152440,901102,2567978,1672539,1673134,2080626,3433164,2544524,4485950,4928104,2951158,3084163,5368541,2917272,6359743,4741035,4033823,4230427,2688341,2501591,2892807,3218974,7023139,5000209,4597364,4070209,3434660,3918351,7395974,10319059,5742639,3327260,2715679,3085307,2713023,4247536,6099761,6126292,4961134,5109676,6390227,4424972,11303650,5112184,5813819,4797734,5390215,4884173,7944302
"422","TROW","T. Rowe Price Group","Financials",1315972,958779,771309,826735,751109,903172,955014,1729812,980790,663060,921932,1418615,1491467,1178132,1108414,1019888,1197425,1336044,1782911,1521112,1954830,1477809,1122490,1172592,1058006,729016,783067,751251,940296,1258225,713895,870701,866752,1105068,1059010,1288842,1865959,1697208,2036102,3329692,2737047,2985902,2005894,2083924,2228735,3009096,2795268,2359215,3494035,3063404,3687442,3420632,3937207,3098148,3946689,3411652,3037211,4559541,2229902,1625885,1966356,1796928,2337488,1421578,1159103,1623947,1419106,1277996,1772829,1191989,2505915,1228756,1904959,2300100,1199962,909920,746963,792315,756056,1436684,2025363,1531388,1543326,1110430,972096,909466,843979,993027,666791,889450,2219581,2819710,1741236,1798817,1348226,1024296,1172996,834578,851942,1642353,1085969,1088114,2246853,801976,1109403,1195081,1241564,1559985,1089818,837306,1085468,1471397,1053970,1288066,946480,1019511,885838,3489653,1305788,1086982,1402832,1038286,1879608,967526,1485890,832542,1066375,735109,1372649,1200748,1057192,922269,1497969,1139617,898643,986658,984524,794231,1008799,850045,1208298,999287,1072005,1011386,1262565,984282,2523958,990296,940378,1006485,1028881,1108804,759069,782428,1116555,817431,698123,1136640,541531,665067,607169,763672,629798,586138,642666,1119405,738552,1332194,765568,754240,976540,1114472,1268296,925916,915833,911119,1083257,1018055,1392384,1654712,1638501,1649924,1408453,1219906,1151638,768703,1127562,1086338,1598213,1007686,1295602,978245,934009,845223,886948,916499,1189787,1193154,1174546,1157868,2200891,1490690,1040743,762140,598814,922115,928876,1045930,1321849,1986807,1768547,1271888,1089783,1257857,874061,885613,1689834,1241006,1457282,811446,649735,842398,933366,718380,734754,729530,679757,1071393,715855,409028,1142631,958830,1010593,970645,971249,1195642,749346,966620,1142084,1156772,1518704,1160059,1095958,934091,1962245,1012562,1071003,719775,370775,663742,572114,564180,619749,1449831,932524,1424690,807388,1178186,984578,941928,1198009,1039315,2911013,1071689,914973,1130359,1080299,1099843,1226245,1557955,1607587,1380465,1241710,1239167,1436088,992484,861836,946255,1291677,1346803,842941,748862,1077605,753457,1004336,811623,917190,1205462,1333413,1147832,1562490,1140899,1410722,1601969,1277489,1844879
"423","TTWO","Take-Two Interactive","Communication Services",1114231,729142,1678662,1179329,1665937,804294,864840,1060096,1768834,592589,1041484,1948948,1394777,1023114,980762,1267946,1368576,1502400,934856,1033714,1486217,1119011,1653569,2982327,3333710,8808048,4090362,2411158,3782265,2093367,1118094,1231771,1225804,1612079,2337257,1960403,2362491,2561894,2503023,3385288,2321992,2073735,2573400,2290144,2426147,2388857,2474574,2212359,3587455,2637144,2918765,2956229,3464493,2358018,4210948,2893052,2642321,3034306,2233702,1880704,3389545,3100393,3031164,1725924,1884968,1627033,2387049,1706254,1949973,1642194,3199907,3584860,4626529,3703551,1881903,2502898,1938174,1485565,1138676,1236680,1654971,1492530,1210545,1428310,1527695,1578279,1363255,1442581,1316951,2106612,1448027,1517999,1165249,1749280,2696368,3226950,7065886,7350657,2233802,5916671,5231774,2347724,4594637,1934658,1801228,3076104,2646959,3317977,2954775,1702186,2133063,1922695,2586425,2111496,1408799,2007123,1108481,2895152,1587820,1283035,1480045,1282118,3061660,1555337,3111715,2025819,1579088,2321303,1680554,1557272,1151601,1313574,1671461,1284194,1499769,786833,1055409,839574,843971,717812,895877,1641874,1144303,732518,686656,954771,1762326,3615007,4555512,1646754,1153216,1280367,1011668,1829914,1235401,784913,1085791,639339,827994,1416370,1148944,1093178,916248,700608,892913,1591296,858383,918576,913476,1296345,1511985,1507887,2165609,1457390,1137512,1176587,1022137,1071465,1052599,1310400,1892429,1508655,1053705,996830,768071,829785,979155,1216251,929057,1047402,1255772,853662,1064440,985024,905149,611863,1785214,1369156,1124277,883561,2043871,1005370,1003305,782640,1387453,646360,829961,722247,845327,1257438,1680471,1126964,1163632,1301471,2130973,3181975,3189335,3031973,1534723,1411240,1148761,1047340,946288,985589,1688317,1456159,1138935,1135807,889221,615069,2667041,1151046,703129,950903,1126572,1335673,1785117,1305966,1507688,1585787,3660294,2440311,2920387,2128510,5178457,1087656,706256,684461,211642,629937,879217,1524234,643956,1850023,877975,1140658,944395,899756,840621,1592914,1281440,1407870,1688228,1679243,1727152,890308,906571,787415,856156,1284932,1160940,1000148,1067939,1120020,866988,813238,1586630,3019376,5786535,2522554,1442979,1264802,1534214,997368,808747,1087800,1702731,2062576,1219046,1193485,1469735,673175,1086999,1178220,1624904,2226729
